1
2
12
19
29
42
53
83
116
176
237
310
359
427
620
829
1161
1517
1944
2362
2676
3736
4807
6013
6846
7982
8666
9201
10653
11881
12943
14054
15362
16079
16511
17812
18945
19952
20828
21750
22233
22512
23431
24146
24756
25313
25624
25883
26102
26347
26724
26910
26913
