0
0
0
0
0
0
0
0
0
0
1
1
1
2
2
4
7
10
12
17
25
32
42
50
61
82
99
115
137
154
191
227
258
312
355
411
450
500
550
595
639
682
723
771
818
857
898
931
959
987
1013
1038
1050
